primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,Production Budget,Worldwide Gross
Forgetting Sarah Marshall,2008,111,7.1,300231,Nicholas Stoller,30000000,105475310
The Incredible Hulk,2008,112,6.6,519405,Louis Leterrier,137500000,265573859
Deception,2008,107,6,40663,Marcel Langenegger,25000000,12850033
Transsiberian,2008,111,6.6,54485,Brad Anderson,15000000,6379575
Appaloosa,2008,115,6.7,64295,Ed Harris,20000000,27911453
Speed Racer,2008,135,6.1,77926,"Lana Wachowski, Lilly Wachowski",120000000,93394462
The Love Guru,2008,87,3.8,54732,Marco Schnabel,62000000,40159017
Bangkok Dangerous,2008,99,5.3,58089,"Oxide Chun Pang, Danny Pang",45000000,46598133
Seven Pounds,2008,123,7.6,313664,Gabriele Muccino,54000000,166617328
Religulous,2008,101,7.6,60121,Larry Charles,2500000,13881317
Drillbit Taylor,2008,110,5.7,62168,Steven Brill,40000000,49686263
Marley & Me,2008,111,7,166597,David Frankel,60000000,247812011
Changeling,2008,141,7.8,264057,Clint Eastwood,55000000,113805580
Quantum of Solace,2008,106,6.6,467935,Marc Forster,230000000,591692078
The Spirit,2008,103,4.7,62619,Frank Miller,60000000,39006188
"Definitely, Maybe",2008,112,7.1,172391,Adam Brooks,7000000,55617866
Step Brothers,2008,98,6.9,315664,Adam McKay,65000000,128107642
Semi-Pro,2008,91,5.8,85569,Kent Alterman,55000000,43980363
College,2008,94,4.6,12674,Deb Hagan,6000000,6176114
Kit Kittredge: An American Girl,2008,101,6.5,6304,Patricia Rozema,10000000,17657973
The House Bunny,2008,97,5.5,89465,Fred Wolf,25000000,71390601
The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,169534,Rob Cohen,175000000,405760225
Blindness,2008,121,6.5,74909,Fernando Meirelles,25000000,20052958
The Duchess,2008,110,6.9,86812,Saul Dibb,27000000,45160110
The Forbidden Kingdom,2008,104,6.5,109081,Rob Minkoff,55000000,129075270
Made of Honor,2008,101,5.8,75520,Paul Weiland,40000000,106548738
Frost/Nixon,2008,122,7.7,111939,Ron Howard,29000000,28452945
Baby Mama,2008,99,6,47192,Michael McCullers,30000000,64170447
Untraceable,2008,101,6.2,52514,Gregory Hoblit,35000000,52649951
"War, Inc.",2008,107,5.5,22425,Joshua Seftel,10000000,1299855
Burn After Reading,2008,96,7,350107,"Ethan Coen, Joel Coen",37000000,168167798
The Children of Huang Shi,2008,125,7,9945,Roger Spottiswoode,20000000,8221700
Shine a Light,2008,122,7.1,12251,Martin Scorsese,1000000,16173879
Standard Operating Procedure,2008,116,7.4,4091,Errol Morris,5000000,332120
Pineapple Express,2008,111,6.9,355178,David Gordon Green,26000000,102404019
Bottle Shock,2008,110,6.8,17745,Randall Miller,5000000,4815890
Doubt,2008,104,7.5,135407,John Patrick Shanley,20000000,53191101
Baghead,2008,84,6,5459,"Jay Duplass, Mark Duplass",200000,140016
Prom Night,2008,88,3.9,37969,Nelson McCormick,18000000,57193655
Taken,2008,90,7.8,629356,Pierre Morel,25000000,226941585
Tropic Thunder,2008,107,7.1,443575,Ben Stiller,90000000,191145256
Good Dick,2008,86,6.3,8226,Marianna Palka,200000,52443
Lakeview Terrace,2008,110,6.2,55164,Neil LaBute,20000000,44821299
The Happening,2008,91,5,215322,M. Night Shyamalan,60000000,162778384
Mad Money,2008,104,5.9,22675,Callie Khouri,22000000,25044057
Revolutionary Road,2008,119,7.3,223387,Sam Mendes,45000000,79604820
Bedtime Stories,2008,99,6,100556,Adam Shankman,80000000,221468935
High School Musical 3: Senior Year,2008,112,5,66902,Kenny Ortega,11000000,274392880
Repo! The Genetic Opera,2008,98,6.4,26352,Darren Lynn Bousman,8500000,198883
The Ruins,2008,90,5.9,82207,Carter Smith,25000000,22910563
Pathology,2008,95,5.9,33188,Marc Schölermann,8000000,3270974
City of Ember,2008,90,6.4,69331,Gil Kenan,38000000,17831558
The Day the Earth Stood Still,2008,104,5.5,177658,Scott Derrickson,80000000,237370350
The Reader,2008,124,7.6,257328,Stephen Daldry,32500000,112964875
"Surfer, Dude",2008,85,4.6,9067,S.R. Bindler,6000000,36497
Frozen River,2008,97,7.1,26377,Courtney Hunt,1000000,6030129
The Lucky Ones,2008,115,6.9,14480,Neil Burger,14000000,266967
Nick and Norah's Infinite Playlist,2008,90,6.6,95109,Peter Sollett,10000000,33886017
Valkyrie,2008,121,7.1,257479,Bryan Singer,90000000,203932174
Traitor,2008,114,6.9,58952,Jeffrey Nachmanoff,22000000,27882226
27 Dresses,2008,111,6.1,173271,Anne Fletcher,30000000,160247805
Ghost Town,2008,102,6.7,77530,David Koepp,20000000,29958228
Sex and the City,2008,145,5.7,126613,Michael Patrick King,57500000,415247258
Witless Protection,2008,99,3.4,6531,Charles Robert Carner,7500000,4151836
Zack and Miri Make a Porno,2008,101,6.5,181702,Kevin Smith,24000000,36856306
Slumdog Millionaire,2008,120,8,872665,"Danny Boyle, Loveleen Tandan",14000000,383825427
Redbelt,2008,99,6.7,21460,David Mamet,7000000,2667084
Milk,2008,128,7.5,179081,Gus Van Sant,20000000,57293371
Beverly Hills Chihuahua,2008,91,3.9,25687,Raja Gosnell,20000000,154218168
The Sisterhood of the Traveling Pants 2,2008,119,6.2,30601,Sanaa Hamri,27000000,44270131
Eden Lake,2008,91,6.7,93523,James Watkins,2000000,4294373
Never Back Down,2008,113,6.5,105759,Jeff Wadlow,21000000,39319801
Choke,2008,92,6.4,33443,Clark Gregg,3400000,4124277
Swing Vote,2008,120,6.1,19326,Joshua Michael Stern,21000000,17589867
The Rocker,2008,102,6.2,40016,Peter Cattaneo,15000000,8767338
RocknRolla,2008,114,7.2,263297,Guy Ritchie,18000000,27794339
Righteous Kill,2008,101,6,91707,Jon Avnet,60000000,78481410
Cadillac Records,2008,109,7,22927,Darnell Martin,12000000,8942516
The Haunting of Molly Hartley,2008,85,3.9,10088,Mickey Liddell,5000000,15318257
My Best Friend's Girl,2008,101,5.8,46025,Howard Deutch,20000000,34787111
Miracle at St. Anna,2008,160,6.1,19121,Spike Lee,45000000,9676497
Meet the Browns,2008,100,4.5,7245,Tyler Perry,20000000,41975388
Flash of Genius,2008,119,7,17760,Marc Abraham,20000000,4504111
Eagle Eye,2008,118,6.6,194459,D.J. Caruso,80000000,180585259
Cloverfield,2008,85,7,417482,Matt Reeves,25000000,171302226
Yes Man,2008,104,6.8,380235,Peyton Reed,50000000,225990976
Meet the Spartans,2008,87,2.8,111160,"Jason Friedberg, Aaron Seltzer",30000000,84646831
Quarantine,2008,89,5.9,76673,John Erick Dowdle,12000000,41924774
The Wackness,2008,99,6.9,31204,Jonathan Levine,6000000,3330012
Rachel Getting Married,2008,113,6.7,50934,Jonathan Demme,12000000,17475475
No Man's Land: The Rise of Reeker,2008,88,4.8,3538,Dave Payne,2000000,0
The Longshots,2008,94,5.6,4424,Fred Durst,23000000,11778396
Passchendaele,2008,114,6.4,8761,Paul Gross,20000000,4453327
Twilight,2008,122,5.3,483592,Catherine Hardwicke,37000000,402278564
Hamlet 2,2008,92,6.3,17313,Andrew Fleming,9000000,4934104
Soul Men,2008,100,6.4,11604,Malcolm D. Lee,40000000,12345883
The Wrestler,2008,109,7.9,318147,Darren Aronofsky,6000000,46634275
Fireproof,2008,122,6.4,23964,Alex Kendrick,500000,33473297
Transporter 3,2008,104,6.1,175652,Olivier Megaton,40000000,112930957
Saw V,2008,92,5.8,136348,David Hackl,10800000,118209778
Sex Drive,2008,109,6.5,91250,Sean Anders,19000000,10412485
Wendy and Lucy,2008,80,7.1,19593,Kelly Reichardt,300000,1416046
Man on Wire,2008,94,7.7,58354,James Marsh,1900000,5617067
W.,2008,129,6.3,49827,Oliver Stone,25100000,28575778
Waltz with Bashir,2008,90,8,60085,Ari Folman,2000000,13912289
Star Wars: The Clone Wars,2008,98,5.9,72299,Dave Filoni,8500000,68695443
An American Carol,2008,83,4,10067,David Zucker,20000000,7022183
Gran Torino,2008,116,8.1,808890,Clint Eastwood,25000000,274543085
Disaster Movie,2008,87,1.9,94194,"Jason Friedberg, Aaron Seltzer",20000000,36720752
Coraline,2009,100,7.7,259861,Henry Selick,60000000,126037057
Inglourious Basterds,2009,153,8.4,1561413,Quentin Tarantino,70000000,316802281
The Box,2009,115,5.6,94835,Richard Kelly,25000000,34356760
Whiteout,2009,101,5.5,40495,Dominic Sena,35000000,12254746
Astro Boy,2009,94,6.2,39515,David Bowers,65000000,41636243
The Lovely Bones,2009,135,6.6,178460,Peter Jackson,95000000,94894448
Where the Wild Things Are,2009,101,6.7,108100,Spike Jonze,100000000,99123656
Watchmen,2009,162,7.6,577877,Zack Snyder,138000000,186976250
Harry Potter and the Half-Blood Prince,2009,153,7.6,588725,David Yates,250000000,929411069
Fantastic Mr. Fox,2009,87,7.9,265835,Wes Anderson,40000000,46187511
G-Force,2009,88,5.1,49537,Hoyt Yeatman,150000000,292817841
Terminator Salvation,2009,115,6.5,375334,McG,200000000,365491792
Knowing,2009,121,6.2,245904,Alex Proyas,50000000,186450317
Cirque du Freak: The Vampire's Assistant,2009,119,5.8,47863,Paul Weitz,40000000,39753957
Land of the Lost,2009,102,5.3,74849,Brad Silberling,100000000,69548641
X-Men Origins: Wolverine,2009,107,6.5,526288,Gavin Hood,150000000,374825760
Push,2009,111,6.1,115088,Paul McGuigan,38000000,49678401
9,2009,79,7,146510,Shane Acker,30000000,48559999
Notorious,2009,122,6.7,45801,George Tillman Jr.,19000000,44972183
State of Play,2009,127,7.1,159394,Kevin Macdonald,60000000,88832210
Avatar,2009,162,7.9,1374634,James Cameron,237000000,2923706026
Friday the 13th,2009,97,5.5,115997,Marcus Nispel,17000000,92670237
Planet 51,2009,91,6,58203,"Jorge Blanco, Javier Abad, Marcos Martínez",60000000,108996113
Brothers,2009,105,7.1,143909,Jim Sheridan,26000000,45043870
Aliens in the Attic,2009,86,5.4,24047,John Schultz,45000000,59551283
Everybody's Fine,2009,100,7.1,63681,Kirk Jones,20000000,9208876
The Princess and the Frog,2009,97,7.1,164081,"Ron Clements, John Musker",105000000,270997378
Imagine That,2009,107,5.6,15733,Karey Kirkpatrick,55000000,22438144
Hotel for Dogs,2009,100,5.5,24841,Thor Freudenthal,35000000,122357172
The Messenger,2009,113,7.1,36532,Oren Moverman,6500000,1744952
Not Easily Broken,2009,99,6.1,3181,Bill Duke,5000000,10732909
Star Trek,2009,127,7.9,617867,J.J. Abrams,140000000,386839614
Angels & Demons,2009,138,6.7,307633,Ron Howard,150000000,490875846
Bright Star,2009,119,6.9,28571,Jane Campion,8500000,17220091
The Stepfather,2009,101,5.6,38329,Nelson McCormick,20000000,29227561
The Soloist,2009,117,6.7,55220,Joe Wright,60000000,38522450
Cloudy with a Chance of Meatballs,2009,90,6.9,254616,"Phil Lord, Christopher Miller",100000000,236827677
The Collector,2009,90,6.3,71422,Marcus Dunstan,3000000,10473836
The Last House on the Left,2009,110,6.5,99354,Dennis Iliadis,15000000,46526243
My Life in Ruins,2009,98,5.9,20772,Donald Petrie,17000000,20477425
Nine,2009,118,5.8,45108,Rob Marshall,80000000,56984219
The Blind Side,2009,129,7.6,357200,John Lee Hancock,35000000,305705794
All About Steve,2009,99,4.8,44223,Phil Traill,15000000,40127259
Brüno,2009,81,5.9,153275,Larry Charles,42000000,138708527
Street Fighter: The Legend of Chun-Li,2009,96,3.7,25251,Andrzej Bartkowiak,50000000,12660287
Monsters vs. Aliens,2009,94,6.4,174380,"Rob Letterman, Conrad Vernon",175000000,381687380
The Road,2009,111,7.2,252057,John Hillcoat,25000000,29206732
Love Happens,2009,109,5.7,33888,Brandon Camp,18000000,36133014
Bride Wars,2009,89,5.5,114495,Gary Winick,30000000,115150424
Armored,2009,88,5.7,31673,Nimród Antal,20000000,23661038
The Young Victoria,2009,105,7.2,65957,Jean-Marc Vallée,35000000,31878891
The International,2009,118,6.5,99210,Tom Tykwer,50000000,53850527
A Perfect Getaway,2009,98,6.5,76053,David Twohy,14000000,22815460
17 Again,2009,102,6.4,214517,Burr Steers,40000000,139474906
Bandslam,2009,111,6.3,15112,Todd Graff,20000000,12967829
Old Dogs,2009,88,5.3,39398,Walt Becker,35000000,95104304
Surrogates,2009,89,6.3,179616,Jonathan Mostow,80000000,119668350
Sherlock Holmes,2009,128,7.6,665078,Guy Ritchie,90000000,498438212
He's Just Not That Into You,2009,129,6.4,181224,Ken Kwapis,40000000,181053657
The Open Road,2009,91,5.5,3724,Michael Meredith,10000000,19716
Fast & Furious,2009,107,6.5,308346,Justin Lin,85000000,359347833
Fame,2009,107,5,16862,Kevin Tancharoen,18000000,80227619
A Serious Man,2009,106,7,148801,"Ethan Coen, Joel Coen",7000000,30360570
"I Love You, Beth Cooper",2009,102,5.3,37277,Chris Columbus,18000000,16382538
Gamer,2009,95,5.7,139077,"Mark Neveldine, Brian Taylor",50000000,42002029
The Cry of the Owl,2009,100,5.9,5084,Jamie Thraves,11500000,0
The Proposal,2009,108,6.7,354586,Anne Fletcher,40000000,314709717
Year One,2009,97,4.9,103042,Harold Ramis,60000000,57604723
G.I. Joe: The Rise of Cobra,2009,118,5.7,214320,Stephen Sommers,175000000,302469017
Up,2009,96,8.3,1111581,"Pete Docter, Bob Peterson",175000000,731463377
The Imaginarium of Doctor Parnassus,2009,123,6.8,153393,Terry Gilliam,30000000,64352607
Transformers: Revenge of the Fallen,2009,149,6,425466,Michael Bay,210000000,836519699
Invictus,2009,134,7.3,167064,Clint Eastwood,60000000,124514011
The Invention of Lying,2009,100,6.4,148125,"Matthew Robinson, Ricky Gervais",18500000,32714818
Ink,2009,107,6.8,22301,Jamin Winans,250000,0
Race to Witch Mountain,2009,98,5.7,62656,Andy Fickman,50000000,105103784
Night at the Museum: Battle of the Smithsonian,2009,105,6,210691,Shawn Levy,150000000,402231063
Couples Retreat,2009,113,5.5,114211,Peter Billingsley,60000000,172450423
Ice Age: Dawn of the Dinosaurs,2009,94,6.9,261510,"Carlos Saldanha, Michael Thurmeier",90000000,886686817
Fighting,2009,105,5.6,34092,Dito Montiel,25000000,32831707
Adventureland,2009,107,6.8,167507,Greg Mottola,9800000,17553055
"The Goods: Live Hard, Sell Hard",2009,89,5.7,22479,Neal Brennan,10000000,15297318
New in Town,2009,97,5.7,24762,Jonas Elmer,8000000,29937909
Bad Lieutenant: Port of Call New Orleans,2009,122,6.6,80499,Werner Herzog,25000000,12413949
Next Day Air,2009,84,5.7,11076,Benny Boom,3000000,10172519
Dragonball Evolution,2009,85,2.5,78762,James Wong,30000000,56511457
Shorts,2009,89,4.7,7935,Robert Rodriguez,20000000,29870801
The Girlfriend Experience,2009,77,5.5,17158,Steven Soderbergh,1300000,1005840
The Taking of Pelham 123,2009,106,6.4,206698,Tony Scott,110000000,152364370
Hannah Montana: The Movie,2009,102,4.6,45271,Peter Chelsom,30000000,169173206
Paul Blart: Mall Cop,2009,91,5.3,116611,Steve Carr,26000000,185904750
The Hangover,2009,100,7.7,836294,Todd Phillips,35000000,465487583
Taking Woodstock,2009,120,6.7,29916,Ang Lee,29000000,10066366
Amelia,2009,111,5.8,13436,Mira Nair,40000000,19756077
The Informant!,2009,108,6.5,67106,Steven Soderbergh,22000000,41771168
The Boat That Rocked,2009,135,7.3,115505,Richard Curtis,50000000,37472651
Jennifer's Body,2009,102,5.5,148980,Karyn Kusama,16000000,31943401
Duplicity,2009,125,6.1,52073,Tony Gilroy,60000000,81079566
Julie & Julia,2009,123,7,127909,Nora Ephron,40000000,131516178
District 9,2009,112,7.9,711834,Neill Blomkamp,30000000,212453431
The Unborn,2009,88,4.7,53153,David S. Goyer,16000000,78208812
Post Grad,2009,88,5.3,14964,Vicky Jenson,15000000,6563402
The Ugly Truth,2009,96,6.4,228924,Robert Luketic,38000000,205298907
The Final Destination,2009,82,5.1,114009,David R. Ellis,40000000,187384627
The Devil's Tomb,2009,90,3.7,7070,Jason Connery,10000000,0
Orphan,2009,123,7,249154,Jaume Collet-Serra,20000000,78769428
Miss March,2009,90,5,22201,"Zach Cregger, Trevor Moore",6000000,4713059
Public Enemies,2009,140,7,316581,Michael Mann,102500000,212282709
Dance Flick,2009,83,3.6,12697,Damien Dante Wayans,25000000,32224624
"I Love You, Man",2009,105,7,215597,John Hamburg,40000000,92302502
Zombieland,2009,88,7.6,614973,Ruben Fleischer,23600000,102236596
12 Rounds,2009,108,5.6,30333,Renny Harlin,20000000,17306648
Gentlemen Broncos,2009,89,6.1,12223,Jared Hess,9500000,119955
Whip It,2009,111,6.9,69897,Drew Barrymore,15000000,18889972
The House of the Devil,2009,95,6.3,50782,Ti West,900000,102812
An Education,2009,100,7.3,137776,Lone Scherfig,7500000,29652736
Away We Go,2009,98,7,54921,Sam Mendes,21000000,10108016
Whatever Works,2009,93,7.1,76537,Woody Allen,15000000,35106706
Chéri,2009,100,6.1,11607,Stephen Frears,23000000,2715657
My Bloody Valentine,2009,101,5.4,59871,Patrick Lussier,14000000,102836002
Moon,2009,97,7.8,374098,Duncan Jones,5000000,10676073
Adam,2009,99,7.1,35646,Max Mayer,3200000,2834485
Ninja Assassin,2009,99,6.3,75057,James McTeigue,50000000,62209892
Pandorum,2009,108,6.7,158478,Christian Alvart,40000000,17033431
2012,2009,158,5.8,394840,Roland Emmerich,200000000,757677748
Up in the Air,2009,109,7.4,347780,Jason Reitman,25000000,166842739
Polytechnique,2009,77,7.2,18368,Denis Villeneuve,6000000,1418304
Law Abiding Citizen,2009,109,7.4,315921,F. Gary Gray,53000000,131159781
Observe and Report,2009,86,5.7,64913,Jody Hill,18000000,27148898
Obsessed,2009,108,5,34059,Steve Shill,20000000,73964713
Funny People,2009,146,6.3,123226,Judd Apatow,72500000,71880305
The Fourth Kind,2009,98,5.9,81299,Olatunde Osunsanmi,10000000,49486874
Grace,2009,85,5.2,8205,Paul Solet,5000000,8297
Motherhood,2009,90,4.6,4744,Katherine Dieckmann,10000000,723388
I Hope They Serve Beer in Hell,2009,105,5.2,8677,Bob Gosse,7000000,1429453
Extract,2009,92,6.1,50105,Mike Judge,7500000,10849158
The Damned United,2009,98,7.5,45692,Tom Hooper,6400000,4199874
Alvin and the Chipmunks: The Squeakquel,2009,88,4.5,53824,Betty Thomas,70000000,443483213
Capitalism: A Love Story,2009,127,7.4,43773,Michael Moore,20000000,19121531
Sorority Row,2009,101,5.1,32218,Stewart Hendler,12500000,26735797
Saw VI,2009,90,6,123917,Kevin Greutert,11000000,69752402
The Men Who Stare at Goats,2009,94,6.2,136994,Grant Heslov,24000000,67348218
The Twilight Saga: New Moon,2009,130,4.8,297851,Chris Weitz,50000000,687557727
World's Greatest Dad,2009,99,6.9,40548,Bobcat Goldthwait,10000000,295750
Crazy Heart,2009,112,7.2,94065,Scott Cooper,8500000,47417251
Did You Hear About the Morgans?,2009,103,4.9,42586,Marc Lawrence,58000000,80480566
A Single Man,2009,99,7.5,117164,Tom Ford,7000000,28142379
Rocket Singh: Salesman of the Year,2009,150,7.5,21771,Shimit Amin,1070000,5348767
Paa,2009,133,7.1,12542,R. Balki,4300000,9791282
Tangled,2010,100,7.7,488064,"Nathan Greno, Byron Howard",260000000,582440151
Dinner for Schmucks,2010,114,5.9,110569,Jay Roach,69000000,86796502
The A-Team,2010,117,6.7,267761,Joe Carnahan,110000000,177241171
Toy Story 3,2010,103,8.3,884206,Lee Unkrich,200000000,1068879522
The Crazies,2010,101,6.5,128169,Breck Eisner,19000000,56445534
Piranha 3D,2010,88,5.5,95925,Alexandre Aja,24000000,83660160
Unstoppable,2010,98,6.8,206509,Tony Scott,95000000,165720921
The Losers,2010,97,6.2,106482,Sylvain White,25000000,29863840
Barry Munday,2010,95,5.8,4461,Chris D'Arienzo,3000000,0
Furry Vengeance,2010,92,3.9,18146,Roger Kumble,35000000,39340177
Ramona and Beezus,2010,104,6.5,19994,Elizabeth Allen Rosenbaum,15000000,27469621
The Wolfman,2010,103,5.8,111119,Joe Johnston,150000000,142634358
Clash of the Titans,2010,106,5.8,291341,Louis Leterrier,125000000,493214888
It's Kind of a Funny Story,2010,101,7.1,147337,"Anna Boden, Ryan Fleck",8000000,6632950
Tooth Fairy,2010,101,5,49316,Michael Lembeck,48000000,112610386
Percy Jackson & the Olympians: The Lightning Thief,2010,118,5.9,201165,Chris Columbus,95000000,223050874
She's Out of My League,2010,104,6.4,143268,Jim Field Smith,20000000,48680977
Flipped,2010,90,7.7,96422,Rob Reiner,14000000,4294635
Valentine's Day,2010,125,5.7,124219,Garry Marshall,52000000,217569328
The Town,2010,125,7.5,412165,Ben Affleck,37000000,152566881
The Kids Are All Right,2010,106,7,134045,Lisa Cholodenko,4000000,36275469
My Soul to Take,2010,107,4.7,21512,Wes Craven,25000000,16727470
Please Give,2010,87,6.6,11557,Nicole Holofcener,3000000,4566662
Eat Pray Love,2010,133,5.8,104789,Ryan Murphy,60000000,206598789
The Switch,2010,101,6.1,111552,"Josh Gordon, Will Speck",19000000,49858465
Letters to Juliet,2010,105,6.5,106470,Gary Winick,30000000,82148538
How to Train Your Dragon,2010,98,8.1,790945,"Dean DeBlois, Chris Sanders",165000000,494870992
Shrek Forever After,2010,93,6.3,222179,Mike Mitchell,165000000,756244673
Rabbit Hole,2010,91,7,50944,John Cameron Mitchell,5000000,6205034
The Last Airbender,2010,103,4,170791,M. Night Shyamalan,150000000,319713881
Salt,2010,100,6.4,328280,Phillip Noyce,130000000,290650494
Black Swan,2010,108,8,816308,Darren Aronofsky,13000000,331266710
